count,group,quote,word
1.0,baseline,quote_2017_99143,-
1.0,baseline,quote_2017_99143,term
1.0,baseline,quote_2017_99143,standpoint
1.0,baseline,quote_2017_99143,decrease
1.0,baseline,quote_2017_99143,majority
1.0,baseline,quote_2017_99143,montanans
1.0,baseline,quote_2018_456,american
4.0,baseline,quote_2018_456,manufacturers
1.0,baseline,quote_2018_456,experiencing
2.0,baseline,quote_2018_456,record
1.0,baseline,quote_2018_456,levels
1.0,baseline,quote_2018_456,confidence
1.0,baseline,quote_2018_456,businesses
3.0,baseline,quote_2018_456,","
1.0,baseline,quote_2018_456,according
1.0,baseline,quote_2018_456,recent
2.0,baseline,quote_2018_456,survey
1.0,baseline,quote_2018_456,conducted
1.0,baseline,quote_2018_456,largest
1.0,baseline,quote_2018_456,trade
2.0,baseline,quote_2018_456,association
2.0,baseline,quote_2018_456,.
1.0,baseline,quote_2018_456,national
1.0,baseline,quote_2018_456,'
1.0,baseline,quote_2018_456,(
1.0,baseline,quote_2018_456,nam
1.0,baseline,quote_2018_456,)
1.0,baseline,quote_2018_456,quarterly
2.0,baseline,quote_2018_456,outlook
1.0,baseline,quote_2018_456,published
1.0,baseline,quote_2018_456,wednesday
1.0,baseline,quote_2018_456,95.1
1.0,baseline,quote_2018_456,percent
1.0,baseline,quote_2018_456,surveyed
1.0,baseline,quote_2018_456,said
1.0,baseline,quote_2018_456,positive
1.0,baseline,quote_2018_456,companies
1.0,baseline,quote_2018_456,-
1.0,baseline,quote_2018_456,high
1.0,baseline,quote_2018_456,past
1.0,baseline,quote_2018_456,20
1.0,baseline,quote_2018_456,years
1.0,baseline,quote_2018_565,coached
1.0,baseline,quote_2018_565,great
1.0,baseline,quote_2018_565,ones
2.0,baseline,quote_2018_565,.
1.0,baseline,quote_2018_565,easiest
1.0,baseline,quote_2018_565,guy
1.0,baseline,quote_2018_4308,wanted
1.0,baseline,quote_2018_4308,hate
1.0,baseline,quote_2018_4308,dude
1.0,baseline,quote_2018_4308,","
1.0,baseline,quote_2018_4738,coddle
1.0,baseline,quote_2018_4738,players
1.0,baseline,quote_2018_4738,week
2.0,baseline,quote_2018_4738,","
1.0,baseline,quote_2018_4738,play
1.0,baseline,quote_2018_4738,sloppy
2.0,baseline,quote_2018_4769,people
3.0,baseline,quote_2018_4769,work
2.0,baseline,quote_2018_4769,","
1.0,baseline,quote_2018_4769,obviously
2.0,baseline,quote_2018_4769,.
1.0,baseline,quote_2018_4769,situation
1.0,baseline,quote_2018_4769,somebody
1.0,baseline,quote_2018_4769,guard
2.0,baseline,quote_2018_4769,;
1.0,baseline,quote_2018_4769,nurse
1.0,baseline,quote_2018_4769,works
1.0,baseline,quote_2018_4769,nights
1.0,baseline,quote_2018_4769,living
1.0,baseline,quote_2018_4769,grew
1.0,baseline,quote_2018_4769,family
1.0,baseline,quote_2018_4769,support
1.0,baseline,quote_2018_4769,...
1.0,baseline,quote_2018_4769,formalised
1.0,baseline,quote_2018_4769,creche
1.0,baseline,quote_2018_4769,setting
1.0,baseline,quote_2018_6671,critical
1.0,baseline,quote_2018_6671,moments
1.0,baseline,quote_2018_6671,reaching
1.0,baseline,quote_2018_6671,denuclearization
1.0,baseline,quote_2018_6671,korean
1.0,baseline,quote_2018_6671,peninsula
1.0,baseline,quote_2018_6671,permanent
1.0,baseline,quote_2018_6671,peace
1.0,baseline,quote_2018_6671,.
1.0,baseline,quote_2018_8524,topic
1.0,baseline,quote_2018_8524,needs
1.0,baseline,quote_2018_8524,addressed
1.0,baseline,quote_2018_8524,","
1.0,baseline,quote_2018_8524,.
1.0,after,quote_2018_9304,day
2.0,after,quote_2018_9304,enjoyed
1.0,after,quote_2018_9304,digger
1.0,after,quote_2018_9304,got
1.0,after,quote_2018_9304,tip
2.0,after,quote_2018_9304,mud
1.0,after,quote_2018_9304,like
1.0,after,quote_2018_9304,fountain
2.0,after,quote_2018_9304,.
1.0,after,quote_2018_9304,dodgems
1.0,baseline,quote_2018_9751,options
2.0,baseline,quote_2018_9751,","
1.0,baseline,quote_2018_9751,peace
1.0,baseline,quote_2018_9751,war
1.0,baseline,quote_2018_9964,time
1.0,baseline,quote_2018_9964,relax
1.0,baseline,quote_2018_9964,right
1.0,baseline,quote_2018_9964,","
1.0,baseline,quote_2018_10325,confirming
1.0,baseline,quote_2018_10325,referendum
1.0,baseline,quote_2018_10325,allow
1.0,baseline,quote_2018_10325,british
1.0,baseline,quote_2018_10325,columbians
3.0,baseline,quote_2018_10325,","
1.0,baseline,quote_2018_10325,politicians
1.0,baseline,quote_2018_10325,final
1.0,baseline,quote_2018_10792,think
1.0,baseline,quote_2018_10792,actually
1.0,baseline,quote_2018_10792,thinking
1.0,baseline,quote_2018_10792,getting
1.0,baseline,quote_2018_10792,rid
1.0,baseline,quote_2018_10792,scares
1.0,baseline,quote_2018_10792,want
1.0,baseline,quote_2018_10792,like
1.0,baseline,quote_2018_10792,(
1.0,baseline,quote_2018_10792,)
1.0,baseline,quote_2018_10792,","
1.0,baseline,quote_2018_11559,companies
1.0,baseline,quote_2018_11559,housing
1.0,baseline,quote_2018_11559,dublin
1.0,baseline,quote_2018_11559,","
1.0,baseline,quote_2018_14590,-
2.0,baseline,quote_2018_14590,","
1.0,baseline,quote_2018_14590,twitch
1.0,baseline,quote_2018_14590,explosiveness
1.0,baseline,quote_2018_14590,...
1.0,baseline,quote_2018_14590,guys
1.0,baseline,quote_2018_14590,kind
1.0,baseline,quote_2018_14590,skillset
1.0,baseline,quote_2018_15926,promoted
2.0,baseline,quote_2018_15926,congress
1.0,baseline,quote_2018_15926,irrespective
1.0,baseline,quote_2018_15926,work
3.0,baseline,quote_2018_15926,","
2.0,baseline,quote_2018_15926,'
1.0,baseline,quote_2018_15926,naamdar
3.0,baseline,quote_2018_15926,.
1.0,baseline,quote_2018_15926,general
1.0,baseline,quote_2018_15926,secretary
1.0,baseline,quote_2018_15926,2007
1.0,baseline,quote_2018_15926,said
1.0,baseline,quote_2018_15926,bring
1.0,baseline,quote_2018_15926,new
1.0,baseline,quote_2018_15926,leadership
1.0,baseline,quote_2018_15926,change
1.0,baseline,quote_2018_15926,youth
1.0,baseline,quote_2018_15926,policy
1.0,baseline,quote_2018_15926,happened
1.0,baseline,quote_2018_15926,11
1.0,baseline,quote_2018_15926,years
2.0,baseline,quote_2018_16072,like
5.0,baseline,quote_2018_16072,","
2.0,baseline,quote_2018_16072,`
1.0,baseline,quote_2018_16072,guys
1.0,baseline,quote_2018_16072,let
1.0,baseline,quote_2018_16072,work
1.0,baseline,quote_2018_16072,'
2.0,baseline,quote_2018_16072,story
1.0,baseline,quote_2018_16072,!
1.0,baseline,quote_2018_16379,start
1.0,baseline,quote_2018_16379,:
1.0,baseline,quote_2018_16379,`
1.0,baseline,quote_2018_16379,seen
1.0,baseline,quote_2018_16379,property
2.0,baseline,quote_2018_16379,","
1.0,baseline,quote_2018_16379,money
1.0,baseline,quote_2018_16379,place
1.0,baseline,quote_2018_16379,bid
1.0,baseline,quote_2018_16379,'
1.0,baseline,quote_2018_16379,--
1.0,baseline,quote_2018_16379,listen
1.0,baseline,quote_2018_16379,.
1.0,baseline,quote_2018_18597,allowed
1.0,baseline,quote_2018_18597,.
1.0,baseline,quote_2018_19201,affirmation
1.0,baseline,quote_2018_19201,majority
1.0,baseline,quote_2018_19201,voters
1.0,baseline,quote_2018_19201,district
1.0,baseline,quote_2018_19201,share
1.0,baseline,quote_2018_19201,values
1.0,baseline,quote_2018_19201,","
1.0,baseline,quote_2018_19248,better
1.0,baseline,quote_2018_19248,sleep
1.0,baseline,quote_2018_19248,.
1.0,baseline,quote_2018_19829,liberty
1.0,baseline,quote_2018_19829,justice
1.0,baseline,quote_2018_19829,line
1.0,baseline,quote_2018_19829,pledge
1.0,baseline,quote_2018_19829,allegiance
2.0,baseline,quote_2018_19829,.
1.0,baseline,quote_2018_19829,strongly
1.0,baseline,quote_2018_19829,believe
1.0,baseline,quote_2018_19829,injustices
1.0,baseline,quote_2018_19829,stand
1.0,baseline,quote_2018_19829,country
2.0,baseline,quote_2018_19829,","
1.0,baseline,quote_2018_19829,kneel
1.0,baseline,quote_2018_20354,soccer
1.0,baseline,quote_2018_20354,player
1.0,baseline,quote_2018_20354,received
1.0,baseline,quote_2018_20354,presidential
1.0,baseline,quote_2018_20354,medal
1.0,baseline,quote_2018_20354,honour
1.0,baseline,quote_2018_20354,...
1.0,baseline,quote_2018_20354,.
1.0,after,quote_2018_22509,internet
1.0,after,quote_2018_22509,transform
1.0,after,quote_2018_22509,china
1.0,after,quote_2018_22509,.
1.0,after,quote_2018_22509,mind
1.0,after,quote_2018_22509,unpredictability
1.0,after,quote_2018_22509,world
1.0,baseline,quote_2018_22994,uk
1.0,baseline,quote_2018_22994,closing
1.0,baseline,quote_2018_22994,door
4.0,baseline,quote_2018_22994,","
1.0,baseline,quote_2018_22994,.
1.0,baseline,quote_2018_22994,possible
1.0,baseline,quote_2018_22994,model
1.0,baseline,quote_2018_22994,remains
1.0,baseline,quote_2018_22994,free
1.0,baseline,quote_2018_22994,trade
1.0,baseline,quote_2018_22994,agreement
1.0,baseline,quote_2018_22994,recently
1.0,baseline,quote_2018_22994,canada
1.0,baseline,quote_2018_22994,japan
1.0,baseline,quote_2018_22994,korea
1.0,baseline,quote_2018_26519,[
1.0,baseline,quote_2018_26519,t
1.0,baseline,quote_2018_26519,]
1.0,baseline,quote_2018_26519,time
1.0,baseline,quote_2018_26519,come
1.0,baseline,quote_2018_26519,chapter
1.0,baseline,quote_2018_26519,--
1.0,baseline,quote_2018_26519,new
1.0,baseline,quote_2018_26519,voices
1.0,baseline,quote_2018_26519,lead
1.0,baseline,quote_2018_26519,planned
1.0,baseline,quote_2018_26519,parenthood
1.0,baseline,quote_2018_26519,.
1.0,baseline,quote_2018_30500,think
1.0,baseline,quote_2018_30500,best
1.0,baseline,quote_2018_30500,welterweight
1.0,baseline,quote_2018_30500,division
2.0,baseline,quote_2018_30500,.
1.0,baseline,quote_2018_30500,truth
1.0,baseline,quote_2018_30500,guarantee
1.0,baseline,quote_2018_30500,come
1.0,baseline,quote_2018_30500,home
1.0,baseline,quote_2018_30500,unified
1.0,baseline,quote_2018_30500,champion
1.0,baseline,quote_2018_31481,thankful
1.0,baseline,quote_2018_31481,able
1.0,baseline,quote_2018_31481,witness
1.0,baseline,quote_2018_31481,type
1.0,baseline,quote_2018_31481,cooperation
1.0,baseline,quote_2018_31481,tremendous
1.0,baseline,quote_2018_31481,offering
1.0,baseline,quote_2018_31481,students
1.0,baseline,quote_2018_31481,future
1.0,baseline,quote_2018_31481,.
3.0,baseline,quote_2018_31481,","
1.0,baseline,quote_2018_31481,putting
1.0,baseline,quote_2018_31481,individuals
1.0,baseline,quote_2018_31481,organizations
1.0,baseline,quote_2018_31481,fort
1.0,baseline,quote_2018_31481,wayne
1.0,baseline,quote_2018_31481,county
1.0,baseline,quote_2018_31481,state
1.0,baseline,quote_2018_31481,better
1.0,baseline,quote_2018_31481,place
1.0,baseline,quote_2018_31883,major
1.0,baseline,quote_2018_31883,priority
1.0,baseline,quote_2018_31883,best
1.0,baseline,quote_2018_31883,sure
1.0,baseline,quote_2018_31883,additional
1.0,baseline,quote_2018_31883,scans
1.0,baseline,quote_2018_31883,cause
1.0,baseline,quote_2018_31883,delays
1.0,baseline,quote_2018_31883,regular
1.0,baseline,quote_2018_31883,breast
1.0,baseline,quote_2018_31883,screening
1.0,baseline,quote_2018_31883,programme
1.0,baseline,quote_2018_31883,71
1.0,baseline,quote_2018_31883,","
1.0,baseline,quote_2018_32356,issue
1.0,baseline,quote_2018_32356,people
1.0,baseline,quote_2018_32356,business
1.0,baseline,quote_2018_32356,.
1.0,baseline,quote_2018_32669,time
1.0,baseline,quote_2018_32669,left
1.0,baseline,quote_2018_32669,fold
1.0,baseline,quote_2018_32669,fantasy
1.0,baseline,quote_2018_32669,tents
1.0,baseline,quote_2018_32669,","
1.0,baseline,quote_2018_35195,","
1.0,baseline,quote_2018_37107,selling
2.0,baseline,quote_2018_37107,.
1.0,baseline,quote_2018_37107,non
1.0,baseline,quote_2018_37107,truths
1.0,baseline,quote_2018_37107,charitable
1.0,baseline,quote_2018_38642,extent
1.0,baseline,quote_2018_38642,injuries
1.0,baseline,quote_2018_38642,.
2.0,baseline,quote_2018_39964,lot
1.0,baseline,quote_2018_39964,smoke
1.0,baseline,quote_2018_39964,flames
1.0,baseline,quote_2018_39964,.
1.0,baseline,quote_2018_40485,applicants
1.0,baseline,quote_2018_40485,affected
1.0,baseline,quote_2018_40485,outage
1.0,baseline,quote_2018_40485,option
1.0,baseline,quote_2018_40485,avoid
2.0,baseline,quote_2018_40485,","
1.0,baseline,quote_2018_40485,receive
1.0,baseline,quote_2018_40485,refund
1.0,baseline,quote_2018_40485,paper
1.0,baseline,quote_2018_40485,filing
1.0,baseline,quote_2018_40485,fees
1.0,baseline,quote_2018_42894,planning
1.0,baseline,quote_2018_42894,build
1.0,baseline,quote_2018_42894,carry
1.0,baseline,quote_2018_42894,vegan
1.0,baseline,quote_2018_42894,diet
1.0,baseline,quote_2018_42894,.
1.0,after,quote_2018_44015,think
1.0,after,quote_2018_44015,class
1.0,after,quote_2018_44015,says
1.0,after,quote_2018_44015,players
1.0,after,quote_2018_44015,love
1.0,after,quote_2018_44015,culture
2.0,after,quote_2018_44015,--
1.0,after,quote_2018_44015,winning
2.0,after,quote_2018_44015,","
1.0,after,quote_2018_44015,kind
1.0,after,quote_2018_44015,guys
1.0,after,quote_2018_44015,program
1.0,baseline,quote_2018_44313,keen
1.0,baseline,quote_2018_44313,","
1.0,baseline,quote_2018_45035,interest
1.0,baseline,quote_2018_45035,rates
1.0,baseline,quote_2018_45035,shifting
2.0,baseline,quote_2018_45035,","
1.0,baseline,quote_2018_45035,causes
1.0,baseline,quote_2018_45035,market
1.0,baseline,quote_2018_45035,pause
1.0,baseline,quote_2018_45578,hard
1.0,baseline,quote_2018_45578,simulation
3.0,baseline,quote_2018_45578,","
1.0,baseline,quote_2018_45578,far
1.0,baseline,quote_2018_45578,conditioning
1.0,baseline,quote_2018_45578,weights
1.0,baseline,quote_2018_45578,[
1.0,baseline,quote_2018_45578,]
1.0,baseline,quote_2018_45578,trying
1.0,baseline,quote_2018_45578,simulate
1.0,baseline,quote_2018_45578,football
1.0,baseline,quote_2018_45578,-
1.0,baseline,quote_2018_45578,related
1.0,baseline,quote_2018_45578,activity
1.0,baseline,quote_2018_45578,exercise
1.0,baseline,quote_2018_45578,possible
1.0,baseline,quote_2018_45578,stay
1.0,baseline,quote_2018_45578,par
1.0,baseline,quote_2018_45578,able
1.0,baseline,quote_2018_45578,contribute
1.0,baseline,quote_2018_45578,.
1.0,baseline,quote_2018_46004,tough
4.0,baseline,quote_2018_46004,","
1.0,baseline,quote_2018_46004,shooting
1.0,baseline,quote_2018_46004,70
1.0,baseline,quote_2018_46004,hours
1.0,baseline,quote_2018_46004,week
1.0,baseline,quote_2018_46004,know
1.0,baseline,quote_2018_46004,saving
1.0,baseline,quote_2018_46004,life
1.0,baseline,quote_2018_46004,actors
1.0,baseline,quote_2018_46004,talk
1.0,baseline,quote_2018_46004,time
1.0,baseline,quote_2018_46004,away
1.0,baseline,quote_2018_46004,family
1.0,baseline,quote_2018_46004,certainly
1.0,baseline,quote_2018_46004,sacrifice
1.0,baseline,quote_2018_46371,local
1.0,baseline,quote_2018_46371,news
2.0,baseline,quote_2018_46371,","
1.0,baseline,quote_2018_46371,people
1.0,baseline,quote_2018_46371,idea
1.0,baseline,quote_2018_46371,important
1.0,baseline,quote_2018_46371,getting
1.0,baseline,quote_2018_46371,great
1.0,baseline,quote_2018_46371,treatment
1.0,baseline,quote_2018_46371,.
1.0,baseline,quote_2018_46911,time
1.0,baseline,quote_2018_46911,bold
1.0,baseline,quote_2018_46911,action
1.0,baseline,quote_2018_46911,obesity
3.0,baseline,quote_2018_46911,","
2.0,baseline,quote_2018_46911,including
1.0,baseline,quote_2018_46911,introduction
1.0,baseline,quote_2018_46911,sugar
1.0,baseline,quote_2018_46911,taxes
1.0,baseline,quote_2018_46911,proven
1.0,baseline,quote_2018_46911,effective
1.0,baseline,quote_2018_46911,number
1.0,baseline,quote_2018_46911,countries
1.0,baseline,quote_2018_46911,uk
1.0,baseline,quote_2018_46911,.
1.0,baseline,quote_2018_47417,petco
1.0,baseline,quote_2018_47417,legacy
1.0,baseline,quote_2018_47417,global
1.0,baseline,quote_2018_47417,leader
2.0,baseline,quote_2018_47417,pet
1.0,baseline,quote_2018_47417,products
1.0,baseline,quote_2018_47417,heightens
1.0,baseline,quote_2018_47417,credibility
1.0,baseline,quote_2018_47417,suite
1.0,baseline,quote_2018_47417,offerings
1.0,baseline,quote_2018_47417,","
1.0,baseline,quote_2018_47417,allowing
1.0,baseline,quote_2018_47417,strengthen
1.0,baseline,quote_2018_47417,important
1.0,baseline,quote_2018_47417,category
1.0,baseline,quote_2018_47417,expand
1.0,baseline,quote_2018_47417,marketplace
1.0,baseline,quote_2018_47417,.
1.0,baseline,quote_2018_48424,story
1.0,baseline,quote_2018_48424,hockey
1.0,baseline,quote_2018_48424,long
2.0,baseline,quote_2018_48424,time
4.0,baseline,quote_2018_48424,.
1.0,baseline,quote_2018_48424,[
2.0,baseline,quote_2018_48424,playoff
1.0,baseline,quote_2018_48424,game
1.0,baseline,quote_2018_48424,starts
1.0,baseline,quote_2018_48424,]
3.0,baseline,quote_2018_48424,","
1.0,baseline,quote_2018_48424,regular
2.0,baseline,quote_2018_48424,season
1.0,baseline,quote_2018_48424,wo
1.0,baseline,quote_2018_48424,mean
1.0,baseline,quote_2018_48424,learning
1.0,baseline,quote_2018_48424,experiences
1.0,baseline,quote_2018_48424,hopefully
1.0,baseline,quote_2018_48424,...
1.0,baseline,quote_2018_48424,realm
1.0,baseline,quote_2018_48424,things
1.0,baseline,quote_2018_48424,resets
1.0,baseline,quote_2018_48424,playoffs
1.0,baseline,quote_2018_48424,ability
1.0,baseline,quote_2018_48424,forget
1.0,baseline,quote_2018_48424,regroup
2.0,baseline,quote_2018_48424,come
1.0,baseline,quote_2018_48424,right
1.0,baseline,quote_2018_48424,think
1.0,baseline,quote_2018_48424,biggest
1.0,baseline,quote_2018_48424,traits
1.0,baseline,quote_2018_48424,need
2.0,baseline,quote_2018_50557,today
2.0,baseline,quote_2018_50557,indictments
1.0,baseline,quote_2018_50557,13
4.0,baseline,quote_2018_50557,russian
1.0,baseline,quote_2018_50557,nationals
1.0,baseline,quote_2018_50557,department
1.0,baseline,quote_2018_50557,justice
1.0,baseline,quote_2018_50557,special
1.0,baseline,quote_2018_50557,counsel
1.0,baseline,quote_2018_50557,positive
1.0,baseline,quote_2018_50557,step
1.0,baseline,quote_2018_50557,deterring
1.0,baseline,quote_2018_50557,future
1.0,baseline,quote_2018_50557,meddling
1.0,baseline,quote_2018_50557,elections
5.0,baseline,quote_2018_50557,.
1.0,baseline,quote_2018_50557,active
1.0,baseline,quote_2018_50557,measures
1.0,baseline,quote_2018_50557,u.s
1.0,baseline,quote_2018_50557,new
3.0,baseline,quote_2018_50557,","
1.0,baseline,quote_2018_50557,principal
1.0,baseline,quote_2018_50557,purpose
1.0,baseline,quote_2018_50557,sow
1.0,baseline,quote_2018_50557,discord
1.0,baseline,quote_2018_50557,society
1.0,baseline,quote_2018_50557,member
1.0,baseline,quote_2018_50557,senate
1.0,baseline,quote_2018_50557,intelligence
1.0,baseline,quote_2018_50557,committee
1.0,baseline,quote_2018_50557,joined
1.0,baseline,quote_2018_50557,colleagues
1.0,baseline,quote_2018_50557,demonstrating
1.0,baseline,quote_2018_50557,open
1.0,baseline,quote_2018_50557,hearings
1.0,baseline,quote_2018_50557,efforts
1.0,baseline,quote_2018_50557,use
1.0,baseline,quote_2018_50557,social
1.0,baseline,quote_2018_50557,media
1.0,baseline,quote_2018_50557,mechanisms
1.0,baseline,quote_2018_50557,orchestrate
1.0,baseline,quote_2018_50557,chaos
2.0,baseline,quote_2018_50557,political
1.0,baseline,quote_2018_50557,discourse
1.0,baseline,quote_2018_50557,clearly
1.0,baseline,quote_2018_50557,demonstrates
1.0,baseline,quote_2018_50557,vladimir
1.0,baseline,quote_2018_50557,putin
1.0,baseline,quote_2018_50557,democrat
1.0,baseline,quote_2018_50557,republican
1.0,baseline,quote_2018_50557,--
1.0,baseline,quote_2018_50557,partisan
1.0,baseline,quote_2018_50557,issue
1.0,baseline,quote_2018_50557,allow
1.0,baseline,quote_2018_50557,foreign
1.0,baseline,quote_2018_50557,country
1.0,baseline,quote_2018_50557,actively
1.0,baseline,quote_2018_50557,interfere
1.0,baseline,quote_2018_50557,dialogue
1.0,baseline,quote_2018_50557,divide
1.0,baseline,quote_2018_50557,nation
1.0,baseline,quote_2018_51017,built
1.0,baseline,quote_2018_51017,lead
2.0,baseline,quote_2018_51017,","
1.0,baseline,quote_2018_51017,think
2.0,baseline,quote_2018_51017,got
1.0,baseline,quote_2018_51017,little
1.0,baseline,quote_2018_51017,comfortable
1.0,baseline,quote_2018_51017,10
1.0,baseline,quote_2018_51017,12
1.0,baseline,quote_2018_51017,late
1.0,baseline,quote_2018_51112,need
1.0,baseline,quote_2018_51112,treated
1.0,baseline,quote_2018_51112,like
1.0,baseline,quote_2018_51112,criminals
1.0,baseline,quote_2018_51112,know
1.0,baseline,quote_2018_51112,things
1.0,baseline,quote_2018_51112,achieved
1.0,baseline,quote_2018_51112,;
1.0,baseline,quote_2018_51112,coal
1.0,baseline,quote_2018_51112,.
1.0,baseline,quote_2018_53399,far
1.0,baseline,quote_2018_53399,storage
1.0,baseline,quote_2018_53399,meal
2.0,baseline,quote_2018_53399,","
1.0,baseline,quote_2018_53399,think
1.0,baseline,quote_2018_53399,good
1.0,baseline,quote_2018_53399,assumption
1.0,baseline,quote_2018_53399,quickly
1.0,baseline,quote_2018_53399,add
1.0,baseline,quote_2018_53399,pieces
1.0,baseline,quote_2018_53399,upstairs
1.0,baseline,quote_2018_53399,lobby
1.0,baseline,quote_2018_53569,anticipations
1.0,baseline,quote_2018_53569,future
1.0,baseline,quote_2018_53569,","
3.0,baseline,quote_2018_53589,security
1.0,baseline,quote_2018_53589,flaws
1.0,baseline,quote_2018_53589,troubling
5.0,baseline,quote_2018_53589,","
1.0,baseline,quote_2018_53589,clearly
1.0,baseline,quote_2018_53589,critical
1.0,baseline,quote_2018_53589,vulnerabilities
1.0,baseline,quote_2018_53589,little
1.0,baseline,quote_2018_53589,consumers
1.0,baseline,quote_2018_53589,wait
2.0,baseline,quote_2018_53589,patches
1.0,baseline,quote_2018_53589,released
1.0,baseline,quote_2018_53589,apply
1.0,baseline,quote_2018_53589,matter
1.0,baseline,quote_2018_53589,priority
1.0,baseline,quote_2018_53589,.
1.0,baseline,quote_2018_53589,panic
1.0,baseline,quote_2018_53589,cup
1.0,baseline,quote_2018_53589,tea
1.0,baseline,quote_2018_53589,install
1.0,baseline,quote_2018_53589,updates
1.0,baseline,quote_2018_55469,racist
1.0,baseline,quote_2018_55469,comments
1.0,baseline,quote_2018_55469,gesture
2.0,baseline,quote_2018_55469,","
1.0,baseline,quote_2018_55469,moving
1.0,baseline,quote_2018_55469,thumb
1.0,baseline,quote_2018_55469,throat
1.0,baseline,quote_2018_55593,healthscope
1.0,baseline,quote_2018_55593,shareholders
1.0,baseline,quote_2018_55593,need
1.0,baseline,quote_2018_55593,action
1.0,baseline,quote_2018_55593,relation
2.0,baseline,quote_2018_55593,proposal
1.0,baseline,quote_2018_55593,stage
2.0,baseline,quote_2018_55593,.
1.0,baseline,quote_2018_55593,certainty
1.0,baseline,quote_2018_55593,result
1.0,baseline,quote_2018_55593,transaction
1.0,baseline,quote_2018_57568,milk
1.0,baseline,quote_2018_57568,tanker
2.0,baseline,quote_2018_57568,","
1.0,baseline,quote_2018_57568,better
1.0,baseline,quote_2018_57568,crude
1.0,baseline,quote_2018_57568,oil
1.0,baseline,quote_2018_57568,yesterday
1.0,baseline,quote_2018_57707,went
1.0,baseline,quote_2018_57707,linnet
1.0,baseline,quote_2018_57707,ward
1.0,baseline,quote_2018_57707,believe
3.0,baseline,quote_2018_57707,.
1.0,baseline,quote_2018_57707,like
1.0,baseline,quote_2018_57707,world
1.0,baseline,quote_2018_57707,18
1.0,baseline,quote_2018_57707,people
1.0,baseline,quote_2018_57707,waiting
1.0,baseline,quote_2018_57707,","
1.0,baseline,quote_2018_57707,beds
1.0,baseline,quote_2018_57871,dismissing
1.0,baseline,quote_2018_57871,case
1.0,baseline,quote_2018_57871,.
1.0,baseline,quote_2018_58446,like
1.0,baseline,quote_2018_58446,bit
1.0,baseline,quote_2018_58446,cyclical
1.0,baseline,quote_2018_58446,","
1.0,baseline,quote_2018_61489,thanks
1.0,baseline,quote_2018_61489,inviting
1.0,baseline,quote_2018_61489,campbell
1.0,baseline,quote_2018_61489,crossing
1.0,baseline,quote_2018_61489,earth
1.0,baseline,quote_2018_61489,day
2.0,baseline,quote_2018_61489,event
1.0,baseline,quote_2018_61489,werner
1.0,baseline,quote_2018_61489,park
3.0,baseline,quote_2018_61489,.
1.0,baseline,quote_2018_61489,100
2.0,baseline,quote_2018_61489,+
1.0,baseline,quote_2018_61489,kids
1.0,baseline,quote_2018_61489,90
1.0,baseline,quote_2018_61489,adults
1.0,baseline,quote_2018_61489,came
1.0,baseline,quote_2018_61489,area
1.0,baseline,quote_2018_61489,impressive
1.0,baseline,quote_2018_61489,job
1.0,baseline,quote_2018_61489,!
1.0,baseline,quote_2018_65363,saw
1.0,baseline,quote_2018_65363,outrage
1.0,baseline,quote_2018_65363,","
1.0,baseline,quote_2018_65575,earth
1.0,baseline,quote_2018_65575,world
1.0,baseline,quote_2018_65575,dimmed
1.0,baseline,quote_2018_65575,past
1.0,baseline,quote_2018_65575,week
1.0,baseline,quote_2018_65575,","
1.0,baseline,quote_2018_66097,got
1.0,baseline,quote_2018_66097,64
1.0,baseline,quote_2018_66097,parishes
1.0,baseline,quote_2018_66097,50-plus
2.0,baseline,quote_2018_66097,know
1.0,baseline,quote_2018_66097,","
1.0,baseline,quote_2018_66141,...
1.0,baseline,quote_2018_66141,single
1.0,baseline,quote_2018_66141,variable
1.0,baseline,quote_2018_66141,people
5.0,baseline,quote_2018_66141,.
1.0,baseline,quote_2018_66141,think
2.0,baseline,quote_2018_66141,thing
1.0,baseline,quote_2018_66141,time
1.0,baseline,quote_2018_66141,try
1.0,baseline,quote_2018_66141,convince
1.0,baseline,quote_2018_66141,holding
2.0,baseline,quote_2018_66141,constant
1.0,baseline,quote_2018_66141,hold
1.0,baseline,quote_2018_66141,real
1.0,baseline,quote_2018_66141,world
3.0,baseline,quote_2018_66612,.
1.0,baseline,quote_2018_66612,guy
1.0,baseline,quote_2018_66612,gives
1.0,baseline,quote_2018_66612,absolutely
1.0,baseline,quote_2018_66612,blessed
1.0,baseline,quote_2018_66612,striking
1.0,baseline,quote_2018_66612,positions
1.0,baseline,quote_2018_66612,long
1.0,baseline,quote_2018_66612,wilted
2.0,baseline,quote_2018_66612,","
1.0,baseline,quote_2018_66612,ask
1.0,baseline,quote_2018_67696,coquitlam
1.0,baseline,quote_2018_67696,housing
1.0,baseline,quote_2018_67696,affordability
1.0,baseline,quote_2018_67696,strategy
1.0,baseline,quote_2018_67696,recognized
1.0,baseline,quote_2018_67696,region
1.0,baseline,quote_2018_67696,successes
2.0,baseline,quote_2018_67696,","
1.0,baseline,quote_2018_67696,want
1.0,baseline,quote_2018_67696,continue
1.0,baseline,quote_2018_67696,refine
1.0,baseline,quote_2018_67762,david
1.0,baseline,quote_2018_67762,barton
1.0,baseline,quote_2018_67762,discredited
1.0,baseline,quote_2018_67762,american
1.0,baseline,quote_2018_67762,historian
